movement_group_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	start_predication_id	end_predication_id	record_count	dominant_movement_status	movement_status_counts	movement_reason_counts	group_signature	first_finite_verb	last_finite_verb
MG0242	242	1corintios	361	361	7:36	7:36	1corintios-7-36-P02	1corintios-7-36-P02	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ᾖ	ᾖ
MG0243	243	1corintios	362	362	7:36	7:36	1corintios-7-36-P03	1corintios-7-36-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ὀφείλει	ὀφείλει
MG0244	244	1corintios	363	365	7:36	7:36	1corintios-7-36-P04	1corintios-7-36-P06	3	none	"{""none"": 3}"	{}	none	θέλει	ἁμαρτάνει
MG0245	245	1corintios	366	367	7:36	7:37	1corintios-7-36-P07	1corintios-7-37-P01	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2}"	number_change	γαμείτωσαν	ἕστηκεν
MG0246	246	1corintios	368	370	7:37	7:37	1corintios-7-37-P02	1corintios-7-37-P04	3	none	"{""none"": 3}"	{}	none	ἔχει	ποιήσει
MG0247	247	1corintios	371	372	7:38	7:38	1corintios-7-38-P01	1corintios-7-38-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ποιεῖ	ποιήσει
MG0248	248	1corintios	373	374	7:39	7:39	1corintios-7-39-P01	1corintios-7-39-P02	2	none	"{""none"": 2}"	{}	none	δέδεται	ζῇ
MG0249	249	1corintios	375	376	7:39	7:39	1corintios-7-39-P03	1corintios-7-39-P04	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	κοιμηθῇ	ἐστὶν
MG0250	250	1corintios	377	378	7:39	7:40	1corintios-7-39-P05	1corintios-7-40-P01	2	none	"{""none"": 2}"	{}	none	θέλει	ἐστιν
MG0251	251	1corintios	379	379	7:40	7:40	1corintios-7-40-P02	1corintios-7-40-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	μείνῃ	μείνῃ
MG0252	252	1corintios	380	380	7:40	7:40	1corintios-7-40-P03	1corintios-7-40-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	δοκῶ	δοκῶ
MG0253	253	1corintios	381	381	8:1	8:1	1corintios-8-1-P01	1corintios-8-1-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	οἴδαμεν	οἴδαμεν
MG0254	254	1corintios	382	383	8:1	8:1	1corintios-8-1-P02	1corintios-8-1-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἔχομεν	φυσιοῖ
MG0255	255	1corintios	384	384	8:1	8:1	1corintios-8-1-P04	1corintios-8-1-P04	1	none	"{""none"": 1}"	{}	none	οἰκοδομεῖ	οἰκοδομεῖ
MG0256	256	1corintios	385	385	8:2	8:2	1corintios-8-2-P01	1corintios-8-2-P01	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	δοκεῖ	δοκεῖ
MG0257	257	1corintios	386	386	8:2	8:2	1corintios-8-2-P02	1corintios-8-2-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἔγνω	ἔγνω
MG0258	258	1corintios	387	387	8:2	8:2	1corintios-8-2-P03	1corintios-8-2-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	δεῖ	δεῖ
MG0259	259	1corintios	388	388	8:3	8:3	1corintios-8-3-P01	1corintios-8-3-P01	1	none	"{""none"": 1}"	{}	none	ἀγαπᾷ	ἀγαπᾷ
MG0260	260	1corintios	389	389	8:3	8:3	1corintios-8-3-P02	1corintios-8-3-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἔγνωσται	ἔγνωσται
MG0261	261	1corintios	390	390	8:4	8:4	1corintios-8-4-P01	1corintios-8-4-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	οἴδαμεν	οἴδαμεν
MG0262	262	1corintios	391	391	8:5	8:5	1corintios-8-5-P01	1corintios-8-5-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	εἰσὶν	εἰσὶν
MG0263	263	1corintios	392	392	8:5	8:5	1corintios-8-5-P02	1corintios-8-5-P02	1	none	"{""none"": 1}"	{}	none	εἰσὶν	εἰσὶν
MG0264	264	1corintios	393	394	8:7	8:7	1corintios-8-7-P01	1corintios-8-7-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐσθίουσιν	μολύνεται
MG0265	265	1corintios	395	395	8:8	8:8	1corintios-8-8-P01	1corintios-8-8-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	παραστήσει	παραστήσει
MG0266	266	1corintios	396	396	8:8	8:8	1corintios-8-8-P02	1corintios-8-8-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	φάγωμεν	φάγωμεν
MG0267	267	1corintios	397	399	8:8	8:8	1corintios-8-8-P03	1corintios-8-8-P05	3	candidate	"{""candidate"": 3}"	"{""independence_transition"": 3, ""subordination_transition"": 3}"	independence_transition+subordination_transition	περισσεύομεν	ὑστερούμεθα
MG0268	268	1corintios	400	400	8:9	8:9	1corintios-8-9-P01	1corintios-8-9-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	βλέπετε	βλέπετε
MG0269	269	1corintios	401	401	8:9	8:9	1corintios-8-9-P02	1corintios-8-9-P02	1	none	"{""none"": 1}"	{}	none	γένηται	γένηται
MG0270	270	1corintios	402	403	8:10	8:10	1corintios-8-10-P01	1corintios-8-10-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἴδῃ	οἰκοδομηθήσεται
MG0271	271	1corintios	404	404	8:11	8:11	1corintios-8-11-P01	1corintios-8-11-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἀπόλλυται	ἀπόλλυται
MG0272	272	1corintios	405	405	8:11	8:11	1corintios-8-11-P02	1corintios-8-11-P02	1	none	"{""none"": 1}"	{}	none	ἀπέθανεν	ἀπέθανεν
MG0273	273	1corintios	406	406	8:12	8:12	1corintios-8-12-P01	1corintios-8-12-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἁμαρτάνετε	ἁμαρτάνετε
MG0274	274	1corintios	407	409	8:13	8:13	1corintios-8-13-P01	1corintios-8-13-P03	3	candidate	"{""candidate"": 3}"	"{""independence_transition"": 3, ""subordination_transition"": 3}"	independence_transition+subordination_transition	σκανδαλίζει	σκανδαλίσω
MG0275	275	1corintios	410	410	9:1	9:1	1corintios-9-1-P01	1corintios-9-1-P01	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	εἰμὶ	εἰμὶ
MG0276	276	1corintios	411	412	9:1	9:1	1corintios-9-1-P02	1corintios-9-1-P03	2	none	"{""none"": 2}"	{}	none	εἰμὶ	ἑόρακα
MG0277	277	1corintios	413	413	9:1	9:1	1corintios-9-1-P04	1corintios-9-1-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐστε	ἐστε
MG0278	278	1corintios	414	414	9:2	9:2	1corintios-9-2-P01	1corintios-9-2-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	εἰμὶ	εἰμὶ
MG0279	279	1corintios	415	415	9:2	9:2	1corintios-9-2-P02	1corintios-9-2-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	εἰμι	εἰμι
MG0280	280	1corintios	416	416	9:2	9:2	1corintios-9-2-P03	1corintios-9-2-P03	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐστε	ἐστε
MG0281	281	1corintios	417	417	9:3	9:3	1corintios-9-3-P01	1corintios-9-3-P01	1	none	"{""none"": 1}"	{}	none	ἐστιν	ἐστιν
MG0282	282	1corintios	418	418	9:4	9:4	1corintios-9-4-P01	1corintios-9-4-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἔχομεν	ἔχομεν
MG0283	283	1corintios	419	422	9:5	9:7	1corintios-9-5-P01	1corintios-9-7-P02	4	none	"{""none"": 4}"	{}	none	ἔχομεν	φυτεύει
MG0284	284	1corintios	423	423	9:7	9:7	1corintios-9-7-P03	1corintios-9-7-P03	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐσθίει	ἐσθίει
MG0285	285	1corintios	424	425	9:7	9:7	1corintios-9-7-P04	1corintios-9-7-P05	2	none	"{""none"": 2}"	{}	none	ποιμαίνει	ἐσθίει
MG0286	286	1corintios	426	426	9:8	9:8	1corintios-9-8-P01	1corintios-9-8-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	λαλῶ	λαλῶ
MG0287	287	1corintios	427	427	9:8	9:8	1corintios-9-8-P02	1corintios-9-8-P02	1	none	"{""none"": 1}"	{}	none	λέγει	λέγει
MG0288	288	1corintios	428	430	9:9	9:9	1corintios-9-9-P01	1corintios-9-9-P03	3	candidate	"{""candidate"": 3}"	"{""person_change"": 3}"	person_change	γέγραπται	μέλει
MG0289	289	1corintios	431	432	9:10	9:10	1corintios-9-10-P01	1corintios-9-10-P02	2	none	"{""none"": 2}"	{}	none	λέγει	ἐγράφη
MG0290	290	1corintios	433	433	9:10	9:10	1corintios-9-10-P03	1corintios-9-10-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ὀφείλει	ὀφείλει
MG0291	291	1corintios	434	434	9:11	9:11	1corintios-9-11-P01	1corintios-9-11-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐσπείραμεν	ἐσπείραμεν
MG0292	292	1corintios	435	436	9:11	9:12	1corintios-9-11-P02	1corintios-9-12-P01	2	none	"{""none"": 2}"	{}	none	θερίσομεν	μετέχουσιν
MG0293	293	1corintios	437	437	9:12	9:12	1corintios-9-12-P02	1corintios-9-12-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐχρησάμεθα	ἐχρησάμεθα
MG0294	294	1corintios	438	438	9:12	9:12	1corintios-9-12-P03	1corintios-9-12-P03	1	none	"{""none"": 1}"	{}	none	στέγομεν	στέγομεν
MG0295	295	1corintios	439	439	9:12	9:12	1corintios-9-12-P04	1corintios-9-12-P04	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	δῶμεν	δῶμεν
MG0296	296	1corintios	440	440	9:13	9:13	1corintios-9-13-P01	1corintios-9-13-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	οἴδατε	οἴδατε
MG0297	297	1corintios	441	441	9:13	9:13	1corintios-9-13-P02	1corintios-9-13-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	ἐσθίουσιν	ἐσθίουσιν
MG0298	298	1corintios	442	442	9:13	9:13	1corintios-9-13-P03	1corintios-9-13-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	συμμερίζονται	συμμερίζονται
MG0299	299	1corintios	443	443	9:14	9:14	1corintios-9-14-P01	1corintios-9-14-P01	1	none	"{""none"": 1}"	{}	none	διέταξεν	διέταξεν
MG0300	300	1corintios	444	444	9:15	9:15	1corintios-9-15-P01	1corintios-9-15-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	κέχρημαι	κέχρημαι
MG0301	301	1corintios	445	445	9:15	9:15	1corintios-9-15-P02	1corintios-9-15-P02	1	none	"{""none"": 1}"	{}	none	ἔγραψα	ἔγραψα
MG0302	302	1corintios	446	446	9:15	9:15	1corintios-9-15-P03	1corintios-9-15-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	γένηται	γένηται
MG0303	303	1corintios	447	447	9:15	9:15	1corintios-9-15-P04	1corintios-9-15-P04	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	κενώσει	κενώσει
MG0304	304	1corintios	448	448	9:16	9:16	1corintios-9-16-P01	1corintios-9-16-P01	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	εὐαγγελίζωμαι	εὐαγγελίζωμαι
MG0305	305	1corintios	449	449	9:16	9:16	1corintios-9-16-P02	1corintios-9-16-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	ἔστιν	ἔστιν
MG0306	306	1corintios	450	451	9:16	9:16	1corintios-9-16-P03	1corintios-9-16-P04	2	none	"{""none"": 2}"	{}	none	ἐπίκειται	ἐστιν
MG0307	307	1corintios	452	452	9:16	9:16	1corintios-9-16-P05	1corintios-9-16-P05	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	εὐαγγελίσωμαι	εὐαγγελίσωμαι
MG0308	308	1corintios	453	453	9:17	9:17	1corintios-9-17-P01	1corintios-9-17-P01	1	none	"{""none"": 1}"	{}	none	πράσσω	πράσσω
MG0309	309	1corintios	454	455	9:17	9:17	1corintios-9-17-P02	1corintios-9-17-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἔχω	πεπίστευμαι
MG0310	310	1corintios	456	456	9:18	9:18	1corintios-9-18-P01	1corintios-9-18-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	ἐστιν	ἐστιν
MG0311	311	1corintios	457	457	9:18	9:18	1corintios-9-18-P02	1corintios-9-18-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	θήσω	θήσω
MG0312	312	1corintios	458	461	9:19	9:20	1corintios-9-19-P01	1corintios-9-20-P02	4	candidate	"{""candidate"": 4}"	"{""independence_transition"": 4, ""subordination_transition"": 4}"	independence_transition+subordination_transition	ἐδούλωσα	κερδήσω
MG0313	313	1corintios	462	463	9:20	9:21	1corintios-9-20-P03	1corintios-9-21-P01	2	none	"{""none"": 2}"	{}	none	κερδήσω	κερδάνω
MG0314	314	1corintios	464	469	9:22	9:23	1corintios-9-22-P01	1corintios-9-23-P02	6	candidate	"{""candidate"": 6}"	"{""independence_transition"": 6, ""subordination_transition"": 6}"	independence_transition+subordination_transition	ἐγενόμην	γένωμαι
MG0315	315	1corintios	470	470	9:24	9:24	1corintios-9-24-P01	1corintios-9-24-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	οἴδατε	οἴδατε
MG0316	316	1corintios	471	471	9:24	9:24	1corintios-9-24-P02	1corintios-9-24-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	τρέχουσιν	τρέχουσιν
MG0317	317	1corintios	472	472	9:24	9:24	1corintios-9-24-P03	1corintios-9-24-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+subordination_transition	λαμβάνει	λαμβάνει
MG0318	318	1corintios	473	473	9:24	9:24	1corintios-9-24-P04	1corintios-9-24-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	τρέχετε	τρέχετε
MG0319	319	1corintios	474	475	9:24	9:25	1corintios-9-24-P05	1corintios-9-25-P01	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	καταλάβητε	ἐγκρατεύεται
MG0320	320	1corintios	476	476	9:25	9:25	1corintios-9-25-P02	1corintios-9-25-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	λάβωσιν	λάβωσιν
MG0321	321	1corintios	477	477	9:26	9:26	1corintios-9-26-P01	1corintios-9-26-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	τρέχω	τρέχω
MG0322	322	1corintios	478	479	9:26	9:27	1corintios-9-26-P02	1corintios-9-27-P01	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	πυκτεύω	ὑπωπιάζω
MG0323	323	1corintios	480	481	9:27	9:27	1corintios-9-27-P02	1corintios-9-27-P03	2	none	"{""none"": 2}"	{}	none	δουλαγωγῶ	γένωμαι
MG0324	324	1corintios	482	482	10:1	10:1	1corintios-10-1-P01	1corintios-10-1-P01	1	none	"{""none"": 1}"	{}	none	θέλω	θέλω
MG0325	325	1corintios	483	484	10:1	10:1	1corintios-10-1-P02	1corintios-10-1-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἦσαν	διῆλθον
MG0326	326	1corintios	485	487	10:2	10:4	1corintios-10-2-P01	1corintios-10-4-P01	3	none	"{""none"": 3}"	{}	none	ἐβαπτίσαντο	ἔπιον
MG0327	327	1corintios	488	488	10:4	10:4	1corintios-10-4-P02	1corintios-10-4-P02	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἔπινον	ἔπινον
MG0328	328	1corintios	489	489	10:4	10:4	1corintios-10-4-P03	1corintios-10-4-P03	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	ἦν	ἦν
MG0329	329	1corintios	490	490	10:5	10:5	1corintios-10-5-P01	1corintios-10-5-P01	1	none	"{""none"": 1}"	{}	none	ηὐδόκησεν	ηὐδόκησεν
MG0330	330	1corintios	491	491	10:5	10:5	1corintios-10-5-P02	1corintios-10-5-P02	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	κατεστρώθησαν	κατεστρώθησαν
MG0331	331	1corintios	492	492	10:6	10:6	1corintios-10-6-P01	1corintios-10-6-P01	1	none	"{""none"": 1}"	{}	none	ἐγενήθησαν	ἐγενήθησαν
MG0332	332	1corintios	493	494	10:6	10:7	1corintios-10-6-P02	1corintios-10-7-P01	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐπεθύμησαν	γίνεσθε
MG0333	333	1corintios	495	495	10:7	10:7	1corintios-10-7-P02	1corintios-10-7-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	γέγραπται	γέγραπται
MG0334	334	1corintios	496	496	10:7	10:7	1corintios-10-7-P03	1corintios-10-7-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐκάθισεν	ἐκάθισεν
MG0335	335	1corintios	497	497	10:7	10:7	1corintios-10-7-P04	1corintios-10-7-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	ἀνέστησαν	ἀνέστησαν
MG0336	336	1corintios	498	498	10:8	10:8	1corintios-10-8-P01	1corintios-10-8-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	πορνεύωμεν	πορνεύωμεν
MG0337	337	1corintios	499	500	10:8	10:8	1corintios-10-8-P02	1corintios-10-8-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐπόρνευσαν	ἔπεσαν
MG0338	338	1corintios	501	501	10:9	10:9	1corintios-10-9-P01	1corintios-10-9-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἐκπειράζωμεν	ἐκπειράζωμεν
MG0339	339	1corintios	502	503	10:9	10:9	1corintios-10-9-P02	1corintios-10-9-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐπείρασαν	ἀπώλλυντο
MG0340	340	1corintios	504	504	10:10	10:10	1corintios-10-10-P01	1corintios-10-10-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	γογγύζετε	γογγύζετε
MG0341	341	1corintios	505	505	10:10	10:10	1corintios-10-10-P02	1corintios-10-10-P02	1	none	"{""none"": 1}"	{}	none	ἐγόγγυσαν	ἐγόγγυσαν
MG0342	342	1corintios	506	506	10:10	10:10	1corintios-10-10-P03	1corintios-10-10-P03	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἀπώλοντο	ἀπώλοντο
MG0343	343	1corintios	507	507	10:11	10:11	1corintios-10-11-P01	1corintios-10-11-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	συνέβαινεν	συνέβαινεν
MG0344	344	1corintios	508	509	10:11	10:11	1corintios-10-11-P02	1corintios-10-11-P03	2	none	"{""none"": 2}"	{}	none	ἐγράφη	κατήντηκεν
MG0345	345	1corintios	510	511	10:12	10:12	1corintios-10-12-P01	1corintios-10-12-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	βλεπέτω	πέσῃ
MG0346	346	1corintios	512	512	10:13	10:13	1corintios-10-13-P01	1corintios-10-13-P01	1	none	"{""none"": 1}"	{}	none	εἴληφεν	εἴληφεν
MG0347	347	1corintios	513	514	10:13	10:13	1corintios-10-13-P02	1corintios-10-13-P03	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐάσει	δύνασθε
MG0348	348	1corintios	515	516	10:13	10:14	1corintios-10-13-P04	1corintios-10-14-P01	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	ποιήσει	φεύγετε
MG0349	349	1corintios	517	517	10:15	10:15	1corintios-10-15-P01	1corintios-10-15-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	λέγω	λέγω
MG0350	350	1corintios	518	518	10:15	10:15	1corintios-10-15-P02	1corintios-10-15-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	κρίνατε	κρίνατε
MG0351	351	1corintios	519	519	10:15	10:15	1corintios-10-15-P03	1corintios-10-15-P03	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	φημι	φημι
MG0352	352	1corintios	520	520	10:16	10:16	1corintios-10-16-P01	1corintios-10-16-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	εὐλογοῦμεν	εὐλογοῦμεν
MG0353	353	1corintios	521	523	10:16	10:16	1corintios-10-16-P02	1corintios-10-16-P04	3	none	"{""none"": 3}"	{}	none	ἐστὶν	ἐστιν
MG0354	354	1corintios	524	525	10:17	10:17	1corintios-10-17-P01	1corintios-10-17-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐσμεν	μετέχομεν
MG0355	355	1corintios	526	526	10:18	10:18	1corintios-10-18-P01	1corintios-10-18-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	βλέπετε	βλέπετε
MG0356	356	1corintios	527	527	10:18	10:18	1corintios-10-18-P02	1corintios-10-18-P02	1	none	"{""none"": 1}"	{}	none	εἰσίν	εἰσίν
MG0357	357	1corintios	528	528	10:19	10:19	1corintios-10-19-P01	1corintios-10-19-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	φημι	φημι
MG0358	358	1corintios	529	529	10:19	10:19	1corintios-10-19-P02	1corintios-10-19-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐστιν	ἐστιν
MG0359	359	1corintios	530	531	10:19	10:20	1corintios-10-19-P03	1corintios-10-20-P01	2	none	"{""none"": 2}"	{}	none	ἐστιν	θύουσιν
MG0360	360	1corintios	532	532	10:20	10:20	1corintios-10-20-P02	1corintios-10-20-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	θύουσιν	θύουσιν
MG0361	361	1corintios	533	534	10:20	10:21	1corintios-10-20-P03	1corintios-10-21-P01	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	θέλω	δύνασθε
MG0362	362	1corintios	535	535	10:21	10:21	1corintios-10-21-P02	1corintios-10-21-P02	1	none	"{""none"": 1}"	{}	none	δύνασθε	δύνασθε
MG0363	363	1corintios	536	536	10:22	10:22	1corintios-10-22-P01	1corintios-10-22-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	παραζηλοῦμεν	παραζηλοῦμεν
MG0364	364	1corintios	537	542	10:22	10:24	1corintios-10-22-P02	1corintios-10-24-P01	6	none	"{""none"": 6}"	{}	none	ἐσμεν	ζητείτω
MG0365	365	1corintios	543	543	10:25	10:25	1corintios-10-25-P01	1corintios-10-25-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἐσθίετε	ἐσθίετε
MG0366	366	1corintios	544	545	10:27	10:27	1corintios-10-27-P01	1corintios-10-27-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	καλεῖ	θέλετε
