stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons
817	1corintios	14	28	1corintios-14-28-P03	1corintios-14-28-P02	λαλείτω	V-PAD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
818	1corintios	14	29	1corintios-14-29-P01	1corintios-14-28-P03	λαλείτωσαν	V-PAD-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
819	1corintios	14	29	1corintios-14-29-P02	1corintios-14-29-P01	διακρινέτωσαν	V-PAD-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
820	1corintios	14	30	1corintios-14-30-P01	1corintios-14-29-P02	ἀποκαλυφθῇ	V-APS-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
821	1corintios	14	30	1corintios-14-30-P02	1corintios-14-30-P01	σιγάτω	V-PAD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
822	1corintios	14	31	1corintios-14-31-P01	1corintios-14-30-P02	δύνασθε	V-PMI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
823	1corintios	14	31	1corintios-14-31-P02	1corintios-14-31-P01	μανθάνωσιν	V-PAS-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
824	1corintios	14	31	1corintios-14-31-P03	1corintios-14-31-P02	παρακαλῶνται	V-PPS-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
825	1corintios	14	32	1corintios-14-32-P01	1corintios-14-31-P03	ὑποτάσσεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
826	1corintios	14	33	1corintios-14-33-P01	1corintios-14-32-P01	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
827	1corintios	14	34	1corintios-14-34-P01	1corintios-14-33-P01	σιγάτωσαν	V-PAD-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
828	1corintios	14	34	1corintios-14-34-P02	1corintios-14-34-P01	ἐπιτρέπεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
829	1corintios	14	34	1corintios-14-34-P03	1corintios-14-34-P02	ὑποτασσέσθωσαν	V-PPD-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
830	1corintios	14	34	1corintios-14-34-P04	1corintios-14-34-P03	λέγει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
831	1corintios	14	35	1corintios-14-35-P01	1corintios-14-34-P04	θέλουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""number_change"", ""subject_shift""]"
832	1corintios	14	35	1corintios-14-35-P02	1corintios-14-35-P01	ἐπερωτάτωσαν	V-PAD-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
833	1corintios	14	35	1corintios-14-35-P03	1corintios-14-35-P02	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
834	1corintios	14	36	1corintios-14-36-P01	1corintios-14-35-P03	ἐξῆλθεν	V-AAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
835	1corintios	14	36	1corintios-14-36-P02	1corintios-14-36-P01	κατήντησεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
836	1corintios	14	37	1corintios-14-37-P01	1corintios-14-36-P02	δοκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
837	1corintios	14	37	1corintios-14-37-P02	1corintios-14-37-P01	ἐπιγινωσκέτω	V-PAD-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
838	1corintios	14	37	1corintios-14-37-P03	1corintios-14-37-P02	γράφω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
839	1corintios	14	37	1corintios-14-37-P04	1corintios-14-37-P03	ἐστίν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
840	1corintios	14	38	1corintios-14-38-P01	1corintios-14-37-P04	ἀγνοεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]
841	1corintios	14	38	1corintios-14-38-P02	1corintios-14-38-P01	ἀγνοεῖται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
842	1corintios	14	39	1corintios-14-39-P01	1corintios-14-38-P02	ζηλοῦτε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
843	1corintios	14	39	1corintios-14-39-P02	1corintios-14-39-P01	κωλύετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
844	1corintios	14	40	1corintios-14-40-P01	1corintios-14-39-P02	γινέσθω	V-PMD-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
845	1corintios	15	1	1corintios-15-1-P01	1corintios-14-40-P01	γνωρίζω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
846	1corintios	15	1	1corintios-15-1-P02	1corintios-15-1-P01	εὐηγγελισάμην	V-AMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
847	1corintios	15	1	1corintios-15-1-P03	1corintios-15-1-P02	παρελάβετε	V-AAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
848	1corintios	15	1	1corintios-15-1-P04	1corintios-15-1-P03	ἑστήκατε	V-XAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
849	1corintios	15	2	1corintios-15-2-P01	1corintios-15-1-P04	σῴζεσθε	V-PPI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
850	1corintios	15	2	1corintios-15-2-P02	1corintios-15-2-P01	εὐηγγελισάμην	V-AMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
851	1corintios	15	2	1corintios-15-2-P03	1corintios-15-2-P02	κατέχετε	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
852	1corintios	15	2	1corintios-15-2-P04	1corintios-15-2-P03	ἐπιστεύσατε	V-AAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
853	1corintios	15	3	1corintios-15-3-P01	1corintios-15-2-P04	παρέδωκα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
854	1corintios	15	3	1corintios-15-3-P02	1corintios-15-3-P01	παρέλαβον	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
855	1corintios	15	3	1corintios-15-3-P03	1corintios-15-3-P02	ἀπέθανεν	V-AAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
856	1corintios	15	4	1corintios-15-4-P01	1corintios-15-3-P03	ἐτάφη	V-API-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
857	1corintios	15	4	1corintios-15-4-P02	1corintios-15-4-P01	ἐγήγερται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
858	1corintios	15	5	1corintios-15-5-P01	1corintios-15-4-P02	ὤφθη	V-API-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
859	1corintios	15	6	1corintios-15-6-P01	1corintios-15-5-P01	ὤφθη	V-API-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
860	1corintios	15	6	1corintios-15-6-P02	1corintios-15-6-P01	μένουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
861	1corintios	15	6	1corintios-15-6-P03	1corintios-15-6-P02	ἐκοιμήθησαν	V-API-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
862	1corintios	15	7	1corintios-15-7-P01	1corintios-15-6-P03	ὤφθη	V-API-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
863	1corintios	15	8	1corintios-15-8-P01	1corintios-15-7-P01	ὤφθη	V-API-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
864	1corintios	15	9	1corintios-15-9-P01	1corintios-15-8-P01	εἰμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
865	1corintios	15	9	1corintios-15-9-P02	1corintios-15-9-P01	εἰμὶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
866	1corintios	15	9	1corintios-15-9-P03	1corintios-15-9-P02	ἐδίωξα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
867	1corintios	15	10	1corintios-15-10-P01	1corintios-15-9-P03	εἰμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
868	1corintios	15	10	1corintios-15-10-P02	1corintios-15-10-P01	εἰμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
869	1corintios	15	10	1corintios-15-10-P03	1corintios-15-10-P02	ἐγενήθη	V-API-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
870	1corintios	15	10	1corintios-15-10-P04	1corintios-15-10-P03	ἐκοπίασα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
871	1corintios	15	11	1corintios-15-11-P01	1corintios-15-10-P04	κηρύσσομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
872	1corintios	15	11	1corintios-15-11-P02	1corintios-15-11-P01	ἐπιστεύσατε	V-AAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
873	1corintios	15	12	1corintios-15-12-P01	1corintios-15-11-P02	κηρύσσεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
874	1corintios	15	12	1corintios-15-12-P02	1corintios-15-12-P01	ἐγήγερται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
875	1corintios	15	12	1corintios-15-12-P03	1corintios-15-12-P02	λέγουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
876	1corintios	15	12	1corintios-15-12-P04	1corintios-15-12-P03	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
877	1corintios	15	13	1corintios-15-13-P01	1corintios-15-12-P04	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]
878	1corintios	15	13	1corintios-15-13-P02	1corintios-15-13-P01	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
879	1corintios	15	14	1corintios-15-14-P01	1corintios-15-13-P02	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
880	1corintios	15	15	1corintios-15-15-P01	1corintios-15-14-P01	εὑρισκόμεθα	V-PPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
881	1corintios	15	15	1corintios-15-15-P02	1corintios-15-15-P01	ἐμαρτυρήσαμεν	V-AAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
882	1corintios	15	15	1corintios-15-15-P03	1corintios-15-15-P02	ἤγειρεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
883	1corintios	15	15	1corintios-15-15-P04	1corintios-15-15-P03	ἤγειρεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
884	1corintios	15	15	1corintios-15-15-P05	1corintios-15-15-P04	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
885	1corintios	15	16	1corintios-15-16-P01	1corintios-15-15-P05	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
886	1corintios	15	16	1corintios-15-16-P02	1corintios-15-16-P01	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
887	1corintios	15	17	1corintios-15-17-P01	1corintios-15-16-P02	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
888	1corintios	15	17	1corintios-15-17-P02	1corintios-15-17-P01	ἐστὲ	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
889	1corintios	15	18	1corintios-15-18-P01	1corintios-15-17-P02	ἀπώλοντο	V-AMI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
890	1corintios	15	19	1corintios-15-19-P01	1corintios-15-18-P01	ἐσμὲν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
891	1corintios	15	19	1corintios-15-19-P02	1corintios-15-19-P01	ἐσμέν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
892	1corintios	15	20	1corintios-15-20-P01	1corintios-15-19-P02	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
893	1corintios	15	22	1corintios-15-22-P01	1corintios-15-20-P01	ἀποθνῄσκουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
894	1corintios	15	22	1corintios-15-22-P02	1corintios-15-22-P01	ζῳοποιηθήσονται	V-FPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
895	1corintios	15	24	1corintios-15-24-P01	1corintios-15-22-P02	παραδιδῷ	V-PAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"
896	1corintios	15	24	1corintios-15-24-P02	1corintios-15-24-P01	καταργήσῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
897	1corintios	15	25	1corintios-15-25-P01	1corintios-15-24-P02	δεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
898	1corintios	15	25	1corintios-15-25-P02	1corintios-15-25-P01	θῇ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
899	1corintios	15	26	1corintios-15-26-P01	1corintios-15-25-P02	καταργεῖται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]
900	1corintios	15	27	1corintios-15-27-P01	1corintios-15-26-P01	ὑπέταξεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
901	1corintios	15	27	1corintios-15-27-P02	1corintios-15-27-P01	εἴπῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
902	1corintios	15	27	1corintios-15-27-P03	1corintios-15-27-P02	ὑποτέτακται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]
903	1corintios	15	28	1corintios-15-28-P01	1corintios-15-27-P03	ὑποταγῇ	V-APS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]
904	1corintios	15	28	1corintios-15-28-P02	1corintios-15-28-P01	ὑποταγήσεται	V-FPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
905	1corintios	15	28	1corintios-15-28-P03	1corintios-15-28-P02	ᾖ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
906	1corintios	15	29	1corintios-15-29-P01	1corintios-15-28-P03	ποιήσουσιν	V-FAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""number_change"", ""subject_shift""]"
907	1corintios	15	29	1corintios-15-29-P02	1corintios-15-29-P01	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]
908	1corintios	15	29	1corintios-15-29-P03	1corintios-15-29-P02	βαπτίζονται	V-PPI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"
909	1corintios	15	30	1corintios-15-30-P01	1corintios-15-29-P03	κινδυνεύομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
910	1corintios	15	31	1corintios-15-31-P01	1corintios-15-30-P01	ἀποθνῄσκω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
911	1corintios	15	31	1corintios-15-31-P02	1corintios-15-31-P01	ἔχω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
912	1corintios	15	32	1corintios-15-32-P01	1corintios-15-31-P02	ἐθηριομάχησα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
913	1corintios	15	32	1corintios-15-32-P02	1corintios-15-32-P01	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
914	1corintios	15	32	1corintios-15-32-P03	1corintios-15-32-P02	φάγωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
915	1corintios	15	32	1corintios-15-32-P04	1corintios-15-32-P03	πίωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
916	1corintios	15	32	1corintios-15-32-P05	1corintios-15-32-P04	ἀποθνῄσκομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
917	1corintios	15	33	1corintios-15-33-P01	1corintios-15-32-P05	πλανᾶσθε	V-PPD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
918	1corintios	15	33	1corintios-15-33-P02	1corintios-15-33-P01	φθείρουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
919	1corintios	15	34	1corintios-15-34-P01	1corintios-15-33-P02	ἐκνήψατε	V-AAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
920	1corintios	15	34	1corintios-15-34-P02	1corintios-15-34-P01	ἁμαρτάνετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
921	1corintios	15	34	1corintios-15-34-P03	1corintios-15-34-P02	ἔχουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
922	1corintios	15	34	1corintios-15-34-P04	1corintios-15-34-P03	λαλῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
923	1corintios	15	35	1corintios-15-35-P01	1corintios-15-34-P04	ἐρεῖ	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
924	1corintios	15	35	1corintios-15-35-P02	1corintios-15-35-P01	ἐγείρονται	V-PPI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"
925	1corintios	15	35	1corintios-15-35-P03	1corintios-15-35-P02	ἔρχονται	V-PMI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
926	1corintios	15	36	1corintios-15-36-P01	1corintios-15-35-P03	σπείρεις	V-PAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"
927	1corintios	15	36	1corintios-15-36-P02	1corintios-15-36-P01	ζῳοποιεῖται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"
928	1corintios	15	36	1corintios-15-36-P03	1corintios-15-36-P02	ἀποθάνῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"
929	1corintios	15	37	1corintios-15-37-P01	1corintios-15-36-P03	σπείρεις	V-PAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"
930	1corintios	15	37	1corintios-15-37-P02	1corintios-15-37-P01	σπείρεις	V-PAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]
