stream_index	book	chapter	verse	predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_status	subject_source	subject_refinement_status	subject_refinement_source	subject_inherited_from	independence_status	subordination_status
664	1corintios	12	16	1corintios-12-16-P01	εἴπῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
665	1corintios	12	16	1corintios-12-16-P02	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
666	1corintios	12	16	1corintios-12-16-P03	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
667	1corintios	12	16	1corintios-12-16-P04	ἔστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
668	1corintios	12	18	1corintios-12-18-P01	ἔθετο	V-AMI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-16-P04	candidate	not_detected
669	1corintios	12	18	1corintios-12-18-P02	ἠθέλησεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
670	1corintios	12	19	1corintios-12-19-P01	ἦν	V-IAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
671	1corintios	12	21	1corintios-12-21-P01	δύναται	V-PMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
672	1corintios	12	21	1corintios-12-21-P02	ἔχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
673	1corintios	12	21	1corintios-12-21-P03	ἔχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
674	1corintios	12	22	1corintios-12-22-P01	ἐστιν	V-PAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-21-P03	candidate	not_detected
675	1corintios	12	23	1corintios-12-23-P01	δοκοῦμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
676	1corintios	12	23	1corintios-12-23-P02	περιτίθεμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
677	1corintios	12	23	1corintios-12-23-P03	ἔχει	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-23-P02	candidate	not_detected
678	1corintios	12	24	1corintios-12-24-P01	ἔχει	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-23-P03	candidate	not_detected
679	1corintios	12	24	1corintios-12-24-P02	συνεκέρασεν	V-AAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-24-P01	candidate	not_detected
680	1corintios	12	25	1corintios-12-25-P01	ᾖ	V-PAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
681	1corintios	12	25	1corintios-12-25-P02	μεριμνῶσι	V-PAS-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
682	1corintios	12	26	1corintios-12-26-P01	πάσχει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
683	1corintios	12	26	1corintios-12-26-P02	συμπάσχει	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-26-P01	candidate	not_detected
684	1corintios	12	26	1corintios-12-26-P03	δοξάζεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
685	1corintios	12	26	1corintios-12-26-P04	συγχαίρει	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-26-P03	candidate	not_detected
686	1corintios	12	27	1corintios-12-27-P01	ἐστε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
687	1corintios	12	28	1corintios-12-28-P01	ἔθετο	V-AMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
688	1corintios	12	30	1corintios-12-30-P01	ἔχουσιν	V-PAI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-28-P01	candidate	not_detected
689	1corintios	12	30	1corintios-12-30-P02	λαλοῦσιν	V-PAI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-30-P01	candidate	not_detected
690	1corintios	12	30	1corintios-12-30-P03	διερμηνεύουσιν	V-PAI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-30-P02	candidate	not_detected
691	1corintios	12	31	1corintios-12-31-P01	ζηλοῦτε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
692	1corintios	12	31	1corintios-12-31-P02	δείκνυμι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
693	1corintios	13	1	1corintios-13-1-P01	λαλῶ	V-PAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
694	1corintios	13	1	1corintios-13-1-P02	ἔχω	V-PAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
695	1corintios	13	1	1corintios-13-1-P03	γέγονα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
696	1corintios	13	2	1corintios-13-2-P01	ἔχω	V-PAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
697	1corintios	13	2	1corintios-13-2-P02	εἰδῶ	V-XAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
698	1corintios	13	2	1corintios-13-2-P03	ἔχω	V-PAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
699	1corintios	13	2	1corintios-13-2-P04	ἔχω	V-PAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
700	1corintios	13	2	1corintios-13-2-P05	εἰμι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
701	1corintios	13	4	1corintios-13-4-P01	μακροθυμεῖ	V-PAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-2-P05	candidate	not_detected
702	1corintios	13	4	1corintios-13-4-P02	χρηστεύεται	V-PMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
703	1corintios	13	4	1corintios-13-4-P03	ζηλοῖ	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-4-P02	candidate	not_detected
704	1corintios	13	4	1corintios-13-4-P04	περπερεύεται	V-PMI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-4-P03	candidate	not_detected
705	1corintios	13	4	1corintios-13-4-P05	φυσιοῦται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
706	1corintios	13	5	1corintios-13-5-P01	ἀσχημονεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
707	1corintios	13	5	1corintios-13-5-P02	ζητεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
708	1corintios	13	5	1corintios-13-5-P03	παροξύνεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
709	1corintios	13	5	1corintios-13-5-P04	λογίζεται	V-PMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
710	1corintios	13	6	1corintios-13-6-P01	χαίρει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
711	1corintios	13	6	1corintios-13-6-P02	συγχαίρει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
712	1corintios	13	7	1corintios-13-7-P01	στέγει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
713	1corintios	13	7	1corintios-13-7-P02	πιστεύει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
714	1corintios	13	7	1corintios-13-7-P03	ἐλπίζει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
715	1corintios	13	7	1corintios-13-7-P04	ὑπομένει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
716	1corintios	13	8	1corintios-13-8-P01	πίπτει	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-7-P04	candidate	not_detected
717	1corintios	13	8	1corintios-13-8-P02	καταργηθήσονται	V-FPI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-8-P01	candidate	not_detected
718	1corintios	13	8	1corintios-13-8-P03	παύσονται	V-FMI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-8-P02	candidate	not_detected
719	1corintios	13	8	1corintios-13-8-P04	καταργηθήσεται	V-FPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-8-P03	candidate	not_detected
720	1corintios	13	9	1corintios-13-9-P01	γινώσκομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
721	1corintios	13	9	1corintios-13-9-P02	προφητεύομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
722	1corintios	13	10	1corintios-13-10-P01	ἔλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
723	1corintios	13	10	1corintios-13-10-P02	καταργηθήσεται	V-FPI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-13-9-P02	candidate	not_detected
724	1corintios	13	11	1corintios-13-11-P01	ἤμην	V-IMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
725	1corintios	13	11	1corintios-13-11-P02	ἐλάλουν	V-IAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
726	1corintios	13	11	1corintios-13-11-P03	ἐφρόνουν	V-IAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
727	1corintios	13	11	1corintios-13-11-P04	ἐλογιζόμην	V-IMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
728	1corintios	13	11	1corintios-13-11-P05	γέγονα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
729	1corintios	13	11	1corintios-13-11-P06	κατήργηκα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
730	1corintios	13	12	1corintios-13-12-P01	βλέπομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
731	1corintios	13	12	1corintios-13-12-P02	γινώσκω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
732	1corintios	13	12	1corintios-13-12-P03	ἐπιγνώσομαι	V-FMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
733	1corintios	13	12	1corintios-13-12-P04	ἐπεγνώσθην	V-API-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
734	1corintios	13	13	1corintios-13-13-P01	μένει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
735	1corintios	14	1	1corintios-14-1-P01	διώκετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
736	1corintios	14	1	1corintios-14-1-P02	ζηλοῦτε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
737	1corintios	14	1	1corintios-14-1-P03	προφητεύητε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
738	1corintios	14	2	1corintios-14-2-P01	λαλεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
739	1corintios	14	2	1corintios-14-2-P02	ἀκούει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
740	1corintios	14	2	1corintios-14-2-P03	λαλεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
741	1corintios	14	3	1corintios-14-3-P01	λαλεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
742	1corintios	14	4	1corintios-14-4-P01	οἰκοδομεῖ	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-3-P01	candidate	not_detected
743	1corintios	14	4	1corintios-14-4-P02	οἰκοδομεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
744	1corintios	14	5	1corintios-14-5-P01	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
745	1corintios	14	5	1corintios-14-5-P02	προφητεύητε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
746	1corintios	14	5	1corintios-14-5-P03	διερμηνεύῃ	V-PAS-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-5-P02	unresolved	candidate
747	1corintios	14	5	1corintios-14-5-P04	λάβῃ	V-AAS-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-5-P03	unresolved	candidate
748	1corintios	14	6	1corintios-14-6-P01	ἔλθω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
749	1corintios	14	6	1corintios-14-6-P02	ὠφελήσω	V-FAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
750	1corintios	14	6	1corintios-14-6-P03	λαλήσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
751	1corintios	14	7	1corintios-14-7-P01	δῷ	V-AAS-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-6-P03	unresolved	candidate
752	1corintios	14	7	1corintios-14-7-P02	γνωσθήσεται	V-FPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
753	1corintios	14	8	1corintios-14-8-P01	δῷ	V-AAS-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-7-P01	unresolved	candidate
754	1corintios	14	8	1corintios-14-8-P02	παρασκευάσεται	V-FMI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-7-P02	candidate	not_detected
755	1corintios	14	9	1corintios-14-9-P01	δῶτε	V-AAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
756	1corintios	14	9	1corintios-14-9-P02	γνωσθήσεται	V-FPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
757	1corintios	14	9	1corintios-14-9-P03	ἔσεσθε	V-FMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
758	1corintios	14	10	1corintios-14-10-P01	τύχοι	V-AAO-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-9-P01	unresolved	candidate
759	1corintios	14	10	1corintios-14-10-P02	εἰσιν	V-PAI-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-14-9-P03	candidate	not_detected
760	1corintios	14	11	1corintios-14-11-P01	εἰδῶ	V-XAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
