movement_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	dominant_movement_status	movement_status_counts	movement_reason_counts	first_predication_id	last_predication_id
MR0488	488	1corintios	504	504	10:10	10:10	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-10-10-P01	1corintios-10-10-P01
MR0489	489	1corintios	505	505	10:10	10:10	1	none	"{""none"": 1}"	{}	1corintios-10-10-P02	1corintios-10-10-P02
MR0490	490	1corintios	506	506	10:10	10:10	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-10-10-P03	1corintios-10-10-P03
MR0491	491	1corintios	507	507	10:11	10:11	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-10-11-P01	1corintios-10-11-P01
MR0492	492	1corintios	508	508	10:11	10:11	1	none	"{""none"": 1}"	{}	1corintios-10-11-P02	1corintios-10-11-P02
MR0493	493	1corintios	509	509	10:11	10:11	1	none	"{""none"": 1}"	{}	1corintios-10-11-P03	1corintios-10-11-P03
MR0494	494	1corintios	510	510	10:12	10:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-12-P01	1corintios-10-12-P01
MR0495	495	1corintios	511	511	10:12	10:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-12-P02	1corintios-10-12-P02
MR0496	496	1corintios	512	512	10:13	10:13	1	none	"{""none"": 1}"	{}	1corintios-10-13-P01	1corintios-10-13-P01
MR0497	497	1corintios	513	513	10:13	10:13	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-13-P02	1corintios-10-13-P02
MR0498	498	1corintios	514	514	10:13	10:13	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-13-P03	1corintios-10-13-P03
MR0499	499	1corintios	515	515	10:13	10:13	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-13-P04	1corintios-10-13-P04
MR0500	500	1corintios	516	516	10:14	10:14	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-14-P01	1corintios-10-14-P01
MR0501	501	1corintios	517	517	10:15	10:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-10-15-P01	1corintios-10-15-P01
MR0502	502	1corintios	518	518	10:15	10:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-10-15-P02	1corintios-10-15-P02
MR0503	503	1corintios	519	519	10:15	10:15	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-15-P03	1corintios-10-15-P03
MR0504	504	1corintios	520	520	10:16	10:16	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-10-16-P01	1corintios-10-16-P01
MR0505	505	1corintios	521	521	10:16	10:16	1	none	"{""none"": 1}"	{}	1corintios-10-16-P02	1corintios-10-16-P02
MR0506	506	1corintios	522	522	10:16	10:16	1	none	"{""none"": 1}"	{}	1corintios-10-16-P03	1corintios-10-16-P03
MR0507	507	1corintios	523	523	10:16	10:16	1	none	"{""none"": 1}"	{}	1corintios-10-16-P04	1corintios-10-16-P04
MR0508	508	1corintios	524	524	10:17	10:17	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-17-P01	1corintios-10-17-P01
MR0509	509	1corintios	525	525	10:17	10:17	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-17-P02	1corintios-10-17-P02
MR0510	510	1corintios	526	526	10:18	10:18	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-10-18-P01	1corintios-10-18-P01
MR0511	511	1corintios	527	527	10:18	10:18	1	none	"{""none"": 1}"	{}	1corintios-10-18-P02	1corintios-10-18-P02
MR0512	512	1corintios	528	528	10:19	10:19	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-19-P01	1corintios-10-19-P01
MR0513	513	1corintios	529	529	10:19	10:19	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-19-P02	1corintios-10-19-P02
MR0514	514	1corintios	530	530	10:19	10:19	1	none	"{""none"": 1}"	{}	1corintios-10-19-P03	1corintios-10-19-P03
MR0515	515	1corintios	531	531	10:20	10:20	1	none	"{""none"": 1}"	{}	1corintios-10-20-P01	1corintios-10-20-P01
MR0516	516	1corintios	532	532	10:20	10:20	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-20-P02	1corintios-10-20-P02
MR0517	517	1corintios	533	533	10:20	10:20	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-20-P03	1corintios-10-20-P03
MR0518	518	1corintios	534	534	10:21	10:21	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-21-P01	1corintios-10-21-P01
MR0519	519	1corintios	535	535	10:21	10:21	1	none	"{""none"": 1}"	{}	1corintios-10-21-P02	1corintios-10-21-P02
MR0520	520	1corintios	536	536	10:22	10:22	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-10-22-P01	1corintios-10-22-P01
MR0521	521	1corintios	537	540	10:22	10:23	4	none	"{""none"": 4}"	{}	1corintios-10-22-P02	1corintios-10-23-P03
MR0522	522	1corintios	541	541	10:23	10:23	1	none	"{""none"": 1}"	{}	1corintios-10-23-P04	1corintios-10-23-P04
MR0523	523	1corintios	542	542	10:24	10:24	1	none	"{""none"": 1}"	{}	1corintios-10-24-P01	1corintios-10-24-P01
MR0524	524	1corintios	543	543	10:25	10:25	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-10-25-P01	1corintios-10-25-P01
MR0525	525	1corintios	544	544	10:27	10:27	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-27-P01	1corintios-10-27-P01
MR0526	526	1corintios	545	545	10:27	10:27	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-27-P02	1corintios-10-27-P02
MR0527	527	1corintios	546	546	10:27	10:27	1	none	"{""none"": 1}"	{}	1corintios-10-27-P03	1corintios-10-27-P03
MR0528	528	1corintios	547	547	10:28	10:28	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-28-P01	1corintios-10-28-P01
MR0529	529	1corintios	548	548	10:28	10:28	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-28-P02	1corintios-10-28-P02
MR0530	530	1corintios	549	549	10:28	10:28	1	none	"{""none"": 1}"	{}	1corintios-10-28-P03	1corintios-10-28-P03
MR0531	531	1corintios	550	550	10:29	10:29	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-29-P01	1corintios-10-29-P01
MR0532	532	1corintios	551	551	10:29	10:29	1	none	"{""none"": 1}"	{}	1corintios-10-29-P02	1corintios-10-29-P02
MR0533	533	1corintios	552	552	10:30	10:30	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-30-P01	1corintios-10-30-P01
MR0534	534	1corintios	553	553	10:30	10:30	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-30-P02	1corintios-10-30-P02
MR0535	535	1corintios	554	554	10:30	10:30	1	none	"{""none"": 1}"	{}	1corintios-10-30-P03	1corintios-10-30-P03
MR0536	536	1corintios	555	555	10:31	10:31	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-31-P01	1corintios-10-31-P01
MR0537	537	1corintios	556	556	10:31	10:31	1	none	"{""none"": 1}"	{}	1corintios-10-31-P02	1corintios-10-31-P02
MR0538	538	1corintios	557	557	10:31	10:31	1	none	"{""none"": 1}"	{}	1corintios-10-31-P03	1corintios-10-31-P03
MR0539	539	1corintios	558	558	10:31	10:31	1	none	"{""none"": 1}"	{}	1corintios-10-31-P04	1corintios-10-31-P04
MR0540	540	1corintios	559	559	10:32	10:32	1	none	"{""none"": 1}"	{}	1corintios-10-32-P01	1corintios-10-32-P01
MR0541	541	1corintios	560	560	10:33	10:33	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-10-33-P01	1corintios-10-33-P01
MR0542	542	1corintios	561	561	10:33	10:33	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-33-P02	1corintios-10-33-P02
MR0543	543	1corintios	562	562	11:1	11:1	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-1-P01	1corintios-11-1-P01
MR0544	544	1corintios	563	563	11:2	11:2	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-2-P01	1corintios-11-2-P01
MR0545	545	1corintios	564	564	11:2	11:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-2-P02	1corintios-11-2-P02
MR0546	546	1corintios	565	565	11:2	11:2	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-2-P03	1corintios-11-2-P03
MR0547	547	1corintios	566	566	11:2	11:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-2-P04	1corintios-11-2-P04
MR0548	548	1corintios	567	567	11:3	11:3	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-3-P01	1corintios-11-3-P01
MR0549	549	1corintios	568	568	11:3	11:3	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-3-P02	1corintios-11-3-P02
MR0550	550	1corintios	569	569	11:4	11:4	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-4-P01	1corintios-11-4-P01
MR0551	551	1corintios	570	570	11:5	11:5	1	none	"{""none"": 1}"	{}	1corintios-11-5-P01	1corintios-11-5-P01
MR0552	552	1corintios	571	571	11:5	11:5	1	none	"{""none"": 1}"	{}	1corintios-11-5-P02	1corintios-11-5-P02
MR0553	553	1corintios	572	572	11:6	11:6	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-6-P01	1corintios-11-6-P01
MR0554	554	1corintios	573	573	11:6	11:6	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-6-P02	1corintios-11-6-P02
MR0555	555	1corintios	574	574	11:6	11:6	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-6-P03	1corintios-11-6-P03
MR0556	556	1corintios	575	575	11:7	11:7	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-7-P01	1corintios-11-7-P01
MR0557	557	1corintios	576	576	11:7	11:7	1	none	"{""none"": 1}"	{}	1corintios-11-7-P02	1corintios-11-7-P02
MR0558	558	1corintios	577	577	11:8	11:8	1	none	"{""none"": 1}"	{}	1corintios-11-8-P01	1corintios-11-8-P01
MR0559	559	1corintios	578	578	11:9	11:9	1	none	"{""none"": 1}"	{}	1corintios-11-9-P01	1corintios-11-9-P01
MR0560	560	1corintios	579	579	11:10	11:10	1	none	"{""none"": 1}"	{}	1corintios-11-10-P01	1corintios-11-10-P01
MR0561	561	1corintios	580	580	11:13	11:13	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-13-P01	1corintios-11-13-P01
MR0562	562	1corintios	581	581	11:13	11:13	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-13-P02	1corintios-11-13-P02
MR0563	563	1corintios	582	582	11:14	11:14	1	none	"{""none"": 1}"	{}	1corintios-11-14-P01	1corintios-11-14-P01
MR0564	564	1corintios	583	583	11:14	11:14	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-14-P02	1corintios-11-14-P02
MR0565	565	1corintios	584	584	11:14	11:14	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-14-P03	1corintios-11-14-P03
MR0566	566	1corintios	585	585	11:15	11:15	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-15-P01	1corintios-11-15-P01
MR0567	567	1corintios	586	586	11:15	11:15	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-15-P02	1corintios-11-15-P02
MR0568	568	1corintios	587	587	11:15	11:15	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-15-P03	1corintios-11-15-P03
MR0569	569	1corintios	588	588	11:16	11:16	1	none	"{""none"": 1}"	{}	1corintios-11-16-P01	1corintios-11-16-P01
MR0570	570	1corintios	589	589	11:16	11:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-16-P02	1corintios-11-16-P02
MR0571	571	1corintios	590	590	11:17	11:17	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-11-17-P01	1corintios-11-17-P01
MR0572	572	1corintios	591	591	11:17	11:17	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-17-P02	1corintios-11-17-P02
MR0573	573	1corintios	592	592	11:18	11:18	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-18-P01	1corintios-11-18-P01
MR0574	574	1corintios	593	593	11:18	11:18	1	none	"{""none"": 1}"	{}	1corintios-11-18-P02	1corintios-11-18-P02
MR0575	575	1corintios	594	594	11:19	11:19	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-11-19-P01	1corintios-11-19-P01
MR0576	576	1corintios	595	595	11:19	11:19	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-19-P02	1corintios-11-19-P02
MR0577	577	1corintios	596	596	11:20	11:20	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-20-P01	1corintios-11-20-P01
MR0578	578	1corintios	597	597	11:21	11:21	1	none	"{""none"": 1}"	{}	1corintios-11-21-P01	1corintios-11-21-P01
MR0579	579	1corintios	598	598	11:21	11:21	1	none	"{""none"": 1}"	{}	1corintios-11-21-P02	1corintios-11-21-P02
MR0580	580	1corintios	599	599	11:21	11:21	1	none	"{""none"": 1}"	{}	1corintios-11-21-P03	1corintios-11-21-P03
MR0581	581	1corintios	600	600	11:22	11:22	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-22-P01	1corintios-11-22-P01
MR0582	582	1corintios	601	601	11:22	11:22	1	none	"{""none"": 1}"	{}	1corintios-11-22-P02	1corintios-11-22-P02
MR0583	583	1corintios	602	602	11:22	11:22	1	none	"{""none"": 1}"	{}	1corintios-11-22-P03	1corintios-11-22-P03
MR0584	584	1corintios	603	603	11:22	11:22	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-22-P04	1corintios-11-22-P04
MR0585	585	1corintios	604	604	11:22	11:22	1	none	"{""none"": 1}"	{}	1corintios-11-22-P05	1corintios-11-22-P05
MR0586	586	1corintios	605	605	11:22	11:22	1	none	"{""none"": 1}"	{}	1corintios-11-22-P06	1corintios-11-22-P06
MR0587	587	1corintios	606	606	11:23	11:23	1	none	"{""none"": 1}"	{}	1corintios-11-23-P01	1corintios-11-23-P01
MR0588	588	1corintios	607	607	11:23	11:23	1	none	"{""none"": 1}"	{}	1corintios-11-23-P02	1corintios-11-23-P02
MR0589	589	1corintios	608	608	11:23	11:23	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-23-P03	1corintios-11-23-P03
MR0590	590	1corintios	609	609	11:23	11:23	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-23-P04	1corintios-11-23-P04
MR0591	591	1corintios	610	610	11:24	11:24	1	none	"{""none"": 1}"	{}	1corintios-11-24-P01	1corintios-11-24-P01
MR0592	592	1corintios	611	611	11:24	11:24	1	none	"{""none"": 1}"	{}	1corintios-11-24-P02	1corintios-11-24-P02
MR0593	593	1corintios	612	612	11:24	11:24	1	none	"{""none"": 1}"	{}	1corintios-11-24-P03	1corintios-11-24-P03
MR0594	594	1corintios	613	613	11:24	11:24	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-24-P04	1corintios-11-24-P04
MR0595	595	1corintios	614	614	11:25	11:25	1	none	"{""none"": 1}"	{}	1corintios-11-25-P01	1corintios-11-25-P01
MR0596	596	1corintios	615	615	11:25	11:25	1	none	"{""none"": 1}"	{}	1corintios-11-25-P02	1corintios-11-25-P02
MR0597	597	1corintios	616	616	11:25	11:25	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-25-P03	1corintios-11-25-P03
MR0598	598	1corintios	617	617	11:26	11:26	1	none	"{""none"": 1}"	{}	1corintios-11-26-P01	1corintios-11-26-P01
MR0599	599	1corintios	618	618	11:26	11:26	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-26-P02	1corintios-11-26-P02
MR0600	600	1corintios	619	619	11:26	11:26	1	none	"{""none"": 1}"	{}	1corintios-11-26-P03	1corintios-11-26-P03
MR0601	601	1corintios	620	620	11:26	11:26	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-26-P04	1corintios-11-26-P04
MR0602	602	1corintios	621	621	11:27	11:27	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-27-P01	1corintios-11-27-P01
MR0603	603	1corintios	622	622	11:27	11:27	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-27-P02	1corintios-11-27-P02
MR0604	604	1corintios	623	623	11:27	11:27	1	none	"{""none"": 1}"	{}	1corintios-11-27-P03	1corintios-11-27-P03
MR0605	605	1corintios	624	626	11:28	11:28	3	none	"{""none"": 3}"	{}	1corintios-11-28-P01	1corintios-11-28-P03
MR0606	606	1corintios	627	627	11:29	11:29	1	none	"{""none"": 1}"	{}	1corintios-11-29-P01	1corintios-11-29-P01
MR0607	607	1corintios	628	628	11:29	11:29	1	none	"{""none"": 1}"	{}	1corintios-11-29-P02	1corintios-11-29-P02
MR0608	608	1corintios	629	629	11:30	11:30	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-11-30-P01	1corintios-11-30-P01
MR0609	609	1corintios	630	630	11:31	11:31	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-31-P01	1corintios-11-31-P01
MR0610	610	1corintios	631	631	11:31	11:31	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-31-P02	1corintios-11-31-P02
MR0611	611	1corintios	632	632	11:32	11:32	1	none	"{""none"": 1}"	{}	1corintios-11-32-P01	1corintios-11-32-P01
MR0612	612	1corintios	633	633	11:32	11:32	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-32-P02	1corintios-11-32-P02
MR0613	613	1corintios	634	634	11:33	11:33	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-11-33-P01	1corintios-11-33-P01
MR0614	614	1corintios	635	635	11:34	11:34	1	none	"{""none"": 1}"	{}	1corintios-11-34-P01	1corintios-11-34-P01
MR0615	615	1corintios	636	636	11:34	11:34	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-34-P02	1corintios-11-34-P02
MR0616	616	1corintios	637	637	11:34	11:34	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-11-34-P03	1corintios-11-34-P03
MR0617	617	1corintios	638	638	11:34	11:34	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-11-34-P04	1corintios-11-34-P04
MR0618	618	1corintios	639	639	11:34	11:34	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-11-34-P05	1corintios-11-34-P05
MR0619	619	1corintios	640	640	12:1	12:1	1	none	"{""none"": 1}"	{}	1corintios-12-1-P01	1corintios-12-1-P01
MR0620	620	1corintios	641	641	12:2	12:2	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-12-2-P01	1corintios-12-2-P01
MR0621	621	1corintios	642	642	12:2	12:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-2-P02	1corintios-12-2-P02
MR0622	622	1corintios	643	643	12:2	12:2	1	none	"{""none"": 1}"	{}	1corintios-12-2-P03	1corintios-12-2-P03
MR0623	623	1corintios	644	644	12:3	12:3	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-12-3-P01	1corintios-12-3-P01
MR0624	624	1corintios	645	645	12:3	12:3	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-12-3-P02	1corintios-12-3-P02
MR0625	625	1corintios	646	646	12:3	12:3	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-12-3-P03	1corintios-12-3-P03
MR0626	626	1corintios	647	647	12:4	12:4	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-12-4-P01	1corintios-12-4-P01
MR0627	627	1corintios	648	648	12:5	12:5	1	none	"{""none"": 1}"	{}	1corintios-12-5-P01	1corintios-12-5-P01
MR0628	628	1corintios	649	649	12:6	12:6	1	none	"{""none"": 1}"	{}	1corintios-12-6-P01	1corintios-12-6-P01
MR0629	629	1corintios	650	650	12:7	12:7	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-12-7-P01	1corintios-12-7-P01
MR0630	630	1corintios	651	651	12:8	12:8	1	none	"{""none"": 1}"	{}	1corintios-12-8-P01	1corintios-12-8-P01
MR0631	631	1corintios	652	652	12:11	12:11	1	none	"{""none"": 1}"	{}	1corintios-12-11-P01	1corintios-12-11-P01
MR0632	632	1corintios	653	653	12:11	12:11	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-11-P02	1corintios-12-11-P02
MR0633	633	1corintios	654	654	12:12	12:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-12-P01	1corintios-12-12-P01
MR0634	634	1corintios	655	655	12:12	12:12	1	none	"{""none"": 1}"	{}	1corintios-12-12-P02	1corintios-12-12-P02
MR0635	635	1corintios	656	656	12:12	12:12	1	none	"{""none"": 1}"	{}	1corintios-12-12-P03	1corintios-12-12-P03
MR0636	636	1corintios	657	657	12:13	12:13	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-12-13-P01	1corintios-12-13-P01
MR0637	637	1corintios	658	658	12:13	12:13	1	none	"{""none"": 1}"	{}	1corintios-12-13-P02	1corintios-12-13-P02
MR0638	638	1corintios	659	659	12:14	12:14	1	none	"{""none"": 1}"	{}	1corintios-12-14-P01	1corintios-12-14-P01
MR0639	639	1corintios	660	660	12:15	12:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-12-15-P01	1corintios-12-15-P01
MR0640	640	1corintios	661	661	12:15	12:15	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-12-15-P02	1corintios-12-15-P02
MR0641	641	1corintios	662	662	12:15	12:15	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-15-P03	1corintios-12-15-P03
MR0642	642	1corintios	663	663	12:15	12:15	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-12-15-P04	1corintios-12-15-P04
MR0643	643	1corintios	664	664	12:16	12:16	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-16-P01	1corintios-12-16-P01
MR0644	644	1corintios	665	665	12:16	12:16	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-12-16-P02	1corintios-12-16-P02
MR0645	645	1corintios	666	666	12:16	12:16	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-16-P03	1corintios-12-16-P03
MR0646	646	1corintios	667	667	12:16	12:16	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-12-16-P04	1corintios-12-16-P04
MR0647	647	1corintios	668	668	12:18	12:18	1	none	"{""none"": 1}"	{}	1corintios-12-18-P01	1corintios-12-18-P01
MR0648	648	1corintios	669	669	12:18	12:18	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-18-P02	1corintios-12-18-P02
MR0649	649	1corintios	670	670	12:19	12:19	1	none	"{""none"": 1}"	{}	1corintios-12-19-P01	1corintios-12-19-P01
MR0650	650	1corintios	671	671	12:21	12:21	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-12-21-P01	1corintios-12-21-P01
MR0651	651	1corintios	672	672	12:21	12:21	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-12-21-P02	1corintios-12-21-P02
MR0652	652	1corintios	673	673	12:21	12:21	1	none	"{""none"": 1}"	{}	1corintios-12-21-P03	1corintios-12-21-P03
MR0653	653	1corintios	674	674	12:22	12:22	1	none	"{""none"": 1}"	{}	1corintios-12-22-P01	1corintios-12-22-P01
MR0654	654	1corintios	675	676	12:23	12:23	2	candidate	"{""candidate"": 1, ""none"": 1}"	"{""number_change"": 1}"	1corintios-12-23-P01	1corintios-12-23-P02
MR0655	655	1corintios	677	677	12:23	12:23	1	none	"{""none"": 1}"	{}	1corintios-12-23-P03	1corintios-12-23-P03
